"Name","School","Rating"
"Miyah Brown","Bellarmine Knights",82.8
"Alejandra Zuniga","NJIT Highlanders",82.8
"Olivia Nelson","Idaho Vandals",82.8
"Kylie Swider","Stonehill Skyhawks",82.7
"Sarah Te-Biasu","Maryland Terrapins",82.7
"Maddie Walsh","UAB Blazers",82.7
"Destiny Howell","Howard Bison",82.7
"Denae Carter","Villanova Wildcats",82.7
"Taliyah Clark","UT Arlington Mavericks",82.7
"Meredith Raley","Southern Indiana Screaming Eagles",82.7
"Madison Schiller","Colgate Raiders",82.7
"Amber Scalia","St. Thomas-Minnesota Tommies",82.7
"Courtney McMillan","Guilford Quakers",82.7
"Emma Troxell","Abilene Christian Wildcats",82.7
"Nevaeh Foster","IU Indianapolis Jaguars",82.7
"Cayla Howard","Dominican (NY) Chargers",82.7
"Destiny Salary","Western Kentucky Lady Toppers",82.6
"I'yanna Lops","Seton Hall Pirates",82.6
"Jeriah Warren","Florida Gators",82.6
"Kamy Peppler","Milwaukee Panthers",82.6
"Jordan Jones","Denver Pioneers",82.6
"Sabrina Ma","UC San Diego Tritons",82.6
"Asianae Nicholson","Bethune-Cookman Wildcats",82.6
"Addi Brownfield","Western Illinois Leathernecks",82.6
"Anaelle Dutat","Rhode Island Rams",82.6
"Audi Crooks","Iowa State Cyclones",82.6
"Joi Williams","Radford Highlanders",82.6
"Karson Martin","Quinnipiac Bobcats",82.6
"Chloe Sotell","Pepperdine Waves",82.6
"Raigan Head","Central Baptist College Mustangs",82.6
"Elly Schmitz","Bethel (MN) Royals",82.6
"Jordyn Oliver","Vanderbilt Commodores",82.5
"Olivia Cochran","Louisville Cardinals",82.5
"Cotie McMahon","Ohio State Buckeyes",82.5
"Peyton Howard","Eastern Washington Eagles",82.5
"Esther Matarranz","UC Riverside Highlanders",82.5
"Arianna Smith","Dayton Flyers",82.5
"Aixchel Hernandez","Cal State Fullerton Titans",82.5
"Carla Brito","South Florida Bulls",82.5
"Catherine Alben","Charleston Southern Buccaneers",82.5
"Nora Francois","New Orleans Privateers",82.5
"Angelina Robles","Denver Pioneers",82.5
"Indya Green","Georgia Southern Eagles",82.5
"Hulda Joaquim","New Mexico Lobos",82.5
"Kierra Merchant","Houston Cougars",82.5
"Fiona Hastick","Army Black Knights",82.5
"Arielle Dabu","Kentucky Wesleyan Panthers",82.5
"Brianna Furch","Saint Michael's Purple Knights",82.5
"JoJo Lacey","Rutgers Scarlet Knights",82.4
"Kelsey Rees","Oregon State Beavers",82.4
"Natalie McNeal","Green Bay Phoenix",82.4
"Robyn Lee","Louisiana Tech Lady Techsters",82.4
"Marta Suarez","California Golden Bears",82.4
"Madison Roman","Merrimack Warriors",82.4
"Josiany Canales","Davis & Elkins Senators",82.4
"Yahmani McKayle","Massachusetts Minutewomen",82.4
"Kayla Lee","Fisk Bulldogs",82.4
"Mahogany Lester","Maryland Eastern Shore Hawks",82.3
"Olivia Moran","Northern Arizona Lumberjacks",82.3
"Dorian Norris","Incarnate Word Cardinals",82.3
"Jayde Gamble","UNC Greensboro Spartans",82.3
"Paige Kindseth","Presbyterian Blue Hose",82.3
"Addison Martin","Illinois State Redbirds",82.3
"Ruby Whitehorn","Tennessee Lady Volunteers",82.3
"Kennedie Shuler","Oregon State Beavers",82.3
"Taneshia Tucker","Bloomfield Deacons",82.3
"Eniya Russell","Mississippi State Bulldogs",82.2
"Eylia Love","Houston Cougars",82.2
"Brooke Demetre","Stanford Cardinal",82.2
"Maya Wong","Illinois State Redbirds",82.2
"Jada Moore","Florida Atlantic Owls",82.2
"Aaliyah Nye","Alabama Crimson Tide",82.2
"Alyssa Durazo-Frescas","Grand Canyon Lopes",82.2
"Irene Murua Txintxurreta","Fordham Rams",82.2
"Melyia Grayson","Southern Miss Lady Eagles",82.2
"Ines Vieira","Utah Utes",82.2
"Trista Hull","Portland Pilots",82.2
"Lily Wahinekapu","Hawai'i Rainbow Wahine",82.2
"Daniela Gonzalez","South Alabama Jaguars",82.2
"Marah Dykstra","Montana State Bobcats",82.2
"Harmaine Dominguez","Stephen F. Austin Ladyjacks",82.2
"Shannon Dowell","Illinois State Redbirds",82.2
"Aysia Ward-Strong","Sam Houston Bearkats",82.2
"Kourtney Grossman","Eastern Washington Eagles",82.2
"Arieona Rosborough","Tarleton State Texans",82.2
"Keimari Rimmer","UIC Flames",82.1
"Cassie Schiltz","Green Bay Phoenix",82.1
"Isabella King","Bucknell Bison",82.1
"Elle Evans","Kansas Jayhawks",82.1
"Ashanti Barnes","James Madison Dukes",82.1
"Raegan McCowan","Western Illinois Leathernecks",82.1
"Zoe Best","Southeast Missouri State Redhawks",82.1
"Chaniya Clark","North Carolina A&T Aggies",82
"Isis Beh","Arizona Wildcats",82
"McKinley Brooks-Sumpter","Charleston Cougars",82
"Abby Conklin","Fairleigh Dickinson Knights",82
"Madison Royal-Davis","Oakland Golden Grizzlies",82
"Ella Stemmer","Lehigh Mountain Hawks",82
"Nikola Priede","Vermont Catamounts",82
"Maddy Skorupski","Oakland Golden Grizzlies",82
"Asta Blauenfeldt","Maine Black Bears",82
"Ereauna Hardaway","North Texas Mean Green",82
"Sisi Eleko","Eastern Michigan Eagles",82
"Tierra Simon","Saint Louis Billikens",82
"Taryn Sides","Kansas State Wildcats",82
"Sable Burnside","UVA Wise Cavaliers",82
"Olivia Austin","Dartmouth Big Green",82
"Claire Johnson","Samford Bulldogs",82
"Jayla Brooks","Little Rock Trojans",81.9
"Kahia Warmsley","Grambling Lady Tigers",81.9
"Jordan Hobbs","Michigan Wolverines",81.9
"Jasmyne Roberts","Miami Hurricanes",81.9
"Macey Blevins","Northern Kentucky Norse",81.9
"TK Pitts","SMU Mustangs",81.9
"Meghan Downing","East Tennessee State Bucs",81.9
"Micah Gray","Oklahoma State Cowgirls",81.9
"Deja Evans","Drexel Dragons",81.9
"Da'Brya Clark","Norfolk State Spartans",81.9
"Joyce Edwards","South Carolina Gamecocks",81.9
"Kennedy Smith","USC Trojans",81.9
"Cameron Thomas","Stetson Hatters",81.9
"Ashlyn Rean","Alaska Anchorage Seawolves",81.9
"Carly Coleman","Immaculata Mighty Macs",81.9
"Anissa Rivera","Temple Owls",81.8
"Priscilla Williams","Jacksonville Dolphins",81.8
"Keyarah Berry","Kennesaw State Owls",81.8
"Deja Jones","Indiana State Sycamores",81.8
"Kennady McQueen","Utah Utes",81.8
"Lilly Phillips","UAlbany Great Danes",81.8
"Nya Epps","UC Davis Aggies",81.8
"Ally Sweeney","Richmond Spiders",81.8
"Gabby Casey","Saint Joseph's Hawks",81.8
"Kendall Carruthers","Toledo Rockets",81.8
"Cecilia Kay","American University Eagles",81.8
"CC Mays","Marshall Thundering Herd",81.7
"Halle Nelson","Utah Valley Wolverines",81.7
"Leyla Ozturk","Manhattan Jaspers",81.7
"Catherine Gilwee","Vermont Catamounts",81.7
"Lyric Cole","Tennessee State Lady Tigers",81.7
"Sophia Diehl","Colgate Raiders",81.7
"Lindsay Berger","Holy Cross Crusaders",81.7
"Kristin Williams","Coastal Carolina Chanticleers",81.7
"Noa Givon","Robert Morris Colonials",81.7
"Jerni Kiaku","Duquesne Dukes",81.7
"Faith Stinson","IU Indianapolis Jaguars",81.7
"MiLaysia Fulwiley","South Carolina Gamecocks",81.7
"Skylar Jones","Arizona Wildcats",81.7
"Mary Carter","Cal Poly Mustangs",81.7
"Donovyn Hunter","TCU Horned Frogs",81.7
"Aoibhe Gormley","Boston University Terriers",81.7
"Gabrielle Kennerly","Mount St. Mary's Mountaineers",81.7
"Chloe Larry","Tennessee Tech Golden Eagles",81.7
"Myah Coleman","Dallas Christian Crusaders",81.7
"Aaronette Vonleh","Baylor Bears",81.6
"Hayley Harrison","Bellarmine Knights",81.6
"Kim Villalobos","San Diego State Aztecs",81.6
"Sydney Watkins","UMass Lowell River Hawks",81.6
"Hannah Simental","Colorado State Rams",81.6
"Mackenzie Smith","Saint Joseph's Hawks",81.6
"Summer Parker-Hall","Cornell Big Red",81.6
"Viane Cumber","New Mexico Lobos",81.6
"Kiani Lockett","Creighton Bluejays",81.6
"Zay Dyer","Troy Trojans",81.6
"Triniti Ralston","Southern Indiana Screaming Eagles",81.6
"Jasmine Felton","Campbell Fighting Camels",81.6
"Jennifer Aadland","Idaho Vandals",81.6
"Natalia Trevino","Texas A&M-San Antonio Jaguars",81.6
"Micah Hart","Bethel (TN) Wildcats",81.6
"Ruthia Smith","Faulkner Eagles",81.6
"Julia Fabozzi","Wagner Seahawks",81.5
"Kaci Donovan","UAlbany Great Danes",81.5
"Allie Palmieri","Massachusetts Minutewomen",81.5
"Mya Meredith","Northern Kentucky Norse",81.5
"Jaisa Gamble","Alaska Anchorage Seawolves",81.5
"Abbie Draper","North Dakota State Bison",81.5
"Perri Page","Columbia Lions",81.5
"Alancia Ramsey","Coastal Carolina Chanticleers",81.5
"Tristen Taylor","Temple Owls",81.5
"Mia Moore","Clemson Tigers",81.5
"Cora Horvath","East Texas A&M Lions",81.5
"Julia Palomo","Evansville Purple Aces",81.5
"Reese Zemitis","Bucknell Bison",81.5
"Carmaya Bowman	","Shepherd Rams",81.5
"Jessica Tomasetti","UAlbany Great Danes",81.4
"Ava Ranson","San Diego Toreros",81.4
"Brooke Stonebraker","Northern Illinois Huskies",81.4
"Paula Gallego","Maine Black Bears",81.4
"Rhema Ogele","Portland State Vikings",81.4
"Shae Littleford","UT Martin Skyhawks",81.4
"Meg Cahalan","Holy Cross Crusaders",81.4
"Brooklyn Gray","Saint Louis Billikens",81.4
"McKinna Brackens","UNLV Lady Rebels",81.4
"Mia Smith","Bowie State Bulldogs",81.4
"Safiatu Kolliegbo","Niagara Purple Eagles",81.4
"Meri Kanerva","Xavier Musketeers",81.4
"Gift Uchenna","Southern Illinois Salukis",81.4
"Paige Yasukochi","Occidental Tigers",81.4
"Aislynn Hayes","Marshall Thundering Herd",81.3
"Izabel Varejao","Syracuse Orange",81.3
"Ro Scott","James Madison Dukes",81.3
"Jasmine Shavers","Texas Tech Lady Raiders",81.3
"Kyren Whittington","Tulane Green Wave",81.3
"Halle Idowu","Northern Kentucky Norse",81.3
"Anna Lutz","Milwaukee Panthers",81.3
"Khamari Mitchell-Steen","Florida Gulf Coast Eagles",81.3
"Allyson Ross","Mercyhurst Lakers",81.3
"Nevaeh Zavala","High Point Panthers",81.3
"Antoniette Emma-Nnopu","Weber State Wildcats",81.3
"Kiarra Mcelrath","Delaware State Hornets",81.3
"Kyla Bryant","North Carolina Central Eagles",81.3
"Taniyah Finney","Cheyney (PA) Wolves",81.3
"Tameiya Sadler","Ole Miss Rebels",81.2
"Demeara Hinds","Wake Forest Demon Deacons",81.2
"Aaliyah Alexander","UNLV Lady Rebels",81.2
"Jalyn Brown","Arizona State Sun Devils",81.2
"Kennedie Montue","Arkansas State Red Wolves",81.2
"Skylar Burke","UC Santa Barbara Gauchos",81.2
"Jakoriah Long","Tarleton State Texans",81.2
"Jada Williams","Arizona Wildcats",81.2
"Paloma Garcia","Merrimack Warriors",81.2
"Jocelyn Schiller","North Dakota Fighting Hawks",81.2
"Destinee Hooks","New Mexico Lobos",81.2
"Avery Broughton","Dakota Wesleyan Tigers",81.2
"Kate Hollifield","UNC Wilmington Seahawks",81.1
"Kiley Bess","Missouri State Lady Bears",81.1
"Enya Maguire","NJIT Highlanders",81.1
"Talia von Oelhoffen","USC Trojans",81.1
"Ary Dizon","Cal State Bakersfield Roadrunners",81.1
"Audra Emmerson","Purdue Fort Wayne Mastodons",81.1
"Cheyenne Stubbs","Utah State Aggies",81.1
"Nicole Gwynn","Georgia Southern Eagles",81.1
"Taris Thornton","Tennessee Tech Golden Eagles",81.1
"Laura Salmeron","Loyola Maryland Greyhounds",81.1
"Mariah Wilson","Longwood Lancers",81.1
"Maureen Stapleton","Stonehill Skyhawks",81.1
"Daimoni Dorsey","Bethune-Cookman Wildcats",81.1
"Tamiah Robinson","Louisiana Ragin' Cajuns",81.1
"Makayla Rose","UC Riverside Highlanders",81.1
"Moriah Murray","Penn State Lady Lions",81.1
"Britiya Curtis","Nicholls Colonels",81.1
"Khady Leye","Towson Tigers",81.1
"Aiyanna Culver","Chicago State Cougars",81.1
"Key Roseby","Stephen F. Austin Ladyjacks",81.1
"Jaslyn Woods","Lincoln (CA) Oaklanders",81.1
"Julieta Ceja","Eastern New Mexico Greyhounds",81.1
"Daysha Reid","Tennessee Southern Firehawks",81.1
"Victoria Keenan","Tulane Green Wave",81
"Alyssa Marin","UC Santa Barbara Gauchos",81
"Mama Dembele","South Florida Bulls",81
"Annika Shah","Cal Poly Mustangs",81
"Carley Duffney","South Dakota Coyotes",81
"Charlise Dunn","Davidson Wildcats",81
"Sydney Ryan","Furman Paladins",81
"Sierra Lichtie","Cal Poly Mustangs",81
"Nile Miller","Howard Bison",81
"Rose Micheaux","Virginia Tech Hokies",81
"Janessa Williams","Long Island University Sharks",81
"Thalia Shepard","Merrimack Warriors",81
"Matyson Wilke","Utah Utes",80.9
"Raven Johnson","South Carolina Gamecocks",80.9
"Anna LeMaster","Mount St. Mary's Mountaineers",80.9
"Tiffany Tullis","Houston Christian Huskies",80.9
"Mesa Byom","South Dakota State Jackrabbits",80.9
"Bella Nascimento","William & Mary Tribe",80.9
"Milahnie Perry","Air Force Falcons",80.9
"Sophia Vital","Rhode Island Rams",80.9
"Raimi McCrary","Incarnate Word Cardinals",80.9
"Maggie Hartwig","Evansville Purple Aces",80.9
"Saylor Poffenbarger","Maryland Terrapins",80.8
"Tarriyonna Gary","Temple Owls",80.8
"Katie Peneueta","Sacramento State Hornets",80.8
"Jewel Watkins","Youngstown State Penguins",80.8
"Ashlee Locke","Mercer Bears",80.8
"Amira Mabry","Tulane Green Wave",80.8
"Katie Donovan","Davidson Wildcats",80.8
"Celia Sumbane","Auburn Tigers",80.8
"Vittoria Blasigh","South Florida Bulls",80.8
"Sahara Williams","Oklahoma Sooners",80.8
"Amor Harris","Longwood Lancers",80.8
"Briana Peguero","Troy Trojans",80.8
"Kayla Dickey","North American Stallions",80.8
"Trinity Turner","Georgia Lady Bulldogs",80.8
"Sa'Mya Wyatt","Austin Peay Governors",80.8
"Simaru Fields","Old Dominion Monarchs",80.8
"Emma Yost","Dakota Wesleyan Tigers",80.8
"KK Deans","Ole Miss Rebels",80.7
"Brianna Jackson","Troy Trojans",80.7
"Paulina Paris","Arizona Wildcats",80.7
"Courtney Moore","East Tennessee State Bucs",80.7
"Maya Chandler","Miami (OH) RedHawks",80.7
"Nyla Hampton","Michigan State Spartans",80.7
"Ja'Leah Williams","Louisville Cardinals",80.7
"Taina Mair","Duke Blue Devils",80.7
"Gianni Boone","Campbell Fighting Camels",80.7
"Ashleigh Connor","La Salle Explorers",80.7
"Kemia Ward","Queens University Royals",80.7
"Eva DeChent","New Hampshire Wildcats",80.7
"Lina Falk","Sacramento State Hornets",80.7
"Aaliyah Stanton","Cal State Fullerton Titans",80.7
"Callie Cowan","West Alabama Tigers",80.7
"Bella Antonacci","Allegheny Gators",80.7
"Hanna Cavinder","Miami Hurricanes",80.6
"Sydney Bowles","Florida State Seminoles",80.6
"Taylor Donaldson","Fordham Rams",80.6
"Destiny Leo","Cleveland State Vikings",80.6
"Jasmine McGinnis-Taylor","Eastern Kentucky Colonels",80.6
"Elli Garnett","Nicholls Colonels",80.6
"Brie Crittendon","Utah Tech Trailblazers",80.6
"Victoria Page","Dartmouth Big Green",80.6
"Malia Fisher","Rice Owls",80.6
"Kayla Clark","Bethune-Cookman Wildcats",80.6
"Tamia Stricklin","Seattle U Redhawks",80.6
"Taleah Dilworth","Jackson State Lady Tigers",80.6
"Tanyuel Welch","Memphis Tigers",80.6
"Amourie Porter","Winthrop Eagles",80.6
"Janay Brantley","Stony Brook Seawolves",80.6
"Daejah Richmond","UT Martin Skyhawks",80.6
"Journey Armstead","UAB Blazers",80.6
"Mj Simmons","Bethel (TN) Wildcats",80.6
"Brandi Williams","Loyola Marymount Lions",80.5
"Zee Spearman","Tennessee Lady Volunteers",80.5
"Aniya Gourdine","Southern Jaguars",80.5
"Courtney Dahlquist","Campbell Fighting Camels",80.5
"Tineya Hylton","Cincinnati Bearcats",80.5
"Amelia Wood","Sacred Heart Pioneers",80.5
"Jaleesa Molina","Temple Owls",80.5
"Alayna Contreras","Kansas City Roos",80.5
"Marisa Frost","North Dakota State Bison",80.5
"Jaylo Bello","Walla Walla Wolves",80.5
"Samantha Muller","Molloy Lions",80.5
"Rikki Harris","Dayton Flyers",80.4
"Jaden Walker","UMBC Retrievers",80.4
"Tiarra East","Temple Owls",80.4
"Lior Garzon","Colorado Buffaloes",80.4
"Destiny Terrell","Texas State Bobcats",80.4
"Zennia Thomas","Howard Bison",80.4
"Sydney Ward","Pacific Tigers",80.4
"Crislyn Rose","Arkansas State Red Wolves",80.4
"Lamaria Estridge","Shepherd Rams",80.4
"Grace Jeffrey","Johnson & Wales (RI) Griffins",80.4
"Ava Hairston","Pfeiffer Falcons",80.4
"Jalyn Holcomb","Lipscomb Bisons",80.3
"Kseniia Kozlova","James Madison Dukes",80.3
"Ahniysha Jackson","Siena Saints",80.3
"Chloe Wilson","Delaware Blue Hens",80.3
"Keiara Griffin","Kennesaw State Owls",80.3
"Maddie Kellione","Marshall Thundering Herd",80.3
"Sammy Opichka","St. Thomas-Minnesota Tommies",80.3
"Jo Langbehn","St. Thomas-Minnesota Tommies",80.3
"Jessica Peterson","SMU Mustangs",80.3
"Marley Washenitz","Pittsburgh Panthers",80.3
"Grace O'Neill","Drexel Dragons",80.3
"Sirviva Legions","Long Island University Sharks",80.3
"Hayleigh Breland","Charlotte 49ers",80.3
"Ashley Baez","Troy Trojans",80.3
"Mya Barnes","Jacksonville State Gamecocks",80.3
"Lulu Twidale","California Golden Bears",80.3
"Ava Uhrich","Southern Utah Thunderbirds",80.3
"Avery Howell","USC Trojans",80.3
"Ineivi Plata","St. Francis (PA) Red Flash",80.3
"Lindsey Pirkle","Union (KY) Bulldogs",80.3
"Sania Feagin","South Carolina Gamecocks",80.2
"Jordon Lewis","UMBC Retrievers",80.2
"Dani Haskell","St. Bonaventure Bonnies",80.2
"Harsimran Kaur","Rhode Island Rams",80.2
"Hunter Hernandez","UC Irvine Anteaters",80.2
"Sharn Hayward","Stonehill Skyhawks",80.2
"Cordasia Harris","Alabama State Lady Hornets",80.2
"Victoria Perez","Colorado Christian Cougars",80.2
"Victoria Flores","Rice Owls",80.2
"Jacei Denley","Lamar Cardinals",80.2
"Mykayla Cunningham","Lindenwood Lions",80.2
"Amandine Amorich","Loyola Maryland Greyhounds",80.2
"Kaitlyn O'Connell","Adelphi Panthers",80.2
"Anovia Sheals","Austin Peay Governors",80.2
"Destiny Ryles","Bowie State Bulldogs",80.2
"Zoe Kennedy","Clarke University Pride",80.2
"Iyana Moore","Vanderbilt Commodores",80.1
"Zoesha Smith","Georgia Tech Yellow Jackets",80.1
"Kaitlin Peterson","UCF Knights",80.1
"Jaida McCloud","UIC Flames",80.1
"Carly Hooks","Kennesaw State Owls",80.1
"Nhug Bosch Duran","California Baptist Lancers",80.1
"Avery VanSickle","Stephen F. Austin Ladyjacks",80.1
"Alexis Bynum","Pfeiffer Falcons",80.1
"Claire Henson","Wright State Raiders",80.1
"Taylor Henderson","UNC Wilmington Seahawks",80.1
"Gabby Turco","Rider Broncs",80.1
"Saniyah Craig","Jacksonville Dolphins",80.1
"Nunu Agara","Stanford Cardinal",80.1
"Maya Simon","Texas A&M-San Antonio Jaguars",80.1
"Malaya Cowles","Wake Forest Demon Deacons",80
"Elze Motekaityte","Gardner-Webb Runnin' Bulldogs",80
"Edyn Battle","Jacksonville Dolphins",80
"Petra Juric","Manhattan Jaspers",80
"Jordyn Newsome","East Texas A&M Lions",80
"Aaliyah Collins","High Point Panthers",80
"Da'Myiah Lewis","Stanislaus State Warriors",80
"Jalyn Sackrider","Evergreen State Geoducks",80
"Breauna Ware","Stony Brook Seawolves",80
"Chloe Sterling","Hofstra Pride",80
"Kyla Deck","North Texas Mean Green",80
"Mya Perry","Florida Atlantic Owls",80
"Malia Latu","Santa Clara Broncos",80
"Imani Perez","Hawai'i Rainbow Wahine",80
"Ericka Huggins","Delaware State Hornets",80
"Eryka Patton","UNT Dallas Trailblazers",80
"Shay Holle","Texas Longhorns",79.9
"Greta Kampschroeder","Michigan Wolverines",79.9
"Lexie Tarul","Marist Red Foxes",79.9
"Amaris Baker","Drexel Dragons",79.9
"Kiyley Flowers","Eastern Illinois Panthers",79.9
"Jocelyn Tate","Michigan State Spartans",79.9
"Jo Huntimer","Air Force Falcons",79.9
"Lauryn Pendleton","Alabama A&M Bulldogs",79.9
"Claira McGowan","Lipscomb Bisons",79.9
"Kennedi Watkins","Ohio Bobcats",79.9
"Emily Pape","Cornell Big Red",79.9
"Yirsy Queliz","Northeastern Huskies",79.9
"Simone Cunningham","Old Dominion Monarchs",79.9
"Joan Quinn","La Salle Explorers",79.9
"Caroline Lucas","Brescia Bearcats",79.9
"Sara Bershers","UAB Blazers",79.8
"Alberte Rimdal","Nebraska Cornhuskers",79.8
"Alex Giannaros","Boston University Terriers",79.8
"Amalya Sales","Warner Pacific Knights",79.8
"Ashton Judd","Missouri Tigers",79.8
"Kacee Baumhower","Milwaukee Panthers",79.8
"Bailey Kuhns","Mercyhurst Lakers",79.8
"Mackenzie Nelson","Virginia Tech Hokies",79.8
"Reagan Jackson","Cincinnati Bearcats",79.8
"Tasia Jordan","Idaho State Bengals",79.8
"Brooke Donnelly","Cal State East Bay Pioneers",79.8
"Parker Hill","Princeton Tigers",79.7
"Tess Barnes","Wyoming Cowgirls",79.7
"Zyion Shannon","Arkansas State Red Wolves",79.7
"Sarah Taub","North Florida Ospreys",79.7
"Ella Farrelly","Monmouth Hawks",79.7
"Alli Carlson","Western Michigan Broncos",79.7
"Jade Masogayo","Colorado Buffaloes",79.7
"Luana Leite","San Francisco Dons",79.7
"Taya Davis","Fordham Rams",79.7
"Achol Akot","UCF Knights",79.7
"Haedyn Roberts","Le Moyne Dolphins",79.7
"Anjanae Richardson","Norfolk State Spartans",79.7
