"pos","exp","hgt","mpg","ppg","rpg","apg","spg","bpg","two_pct","three_pct","ft_pct","tov","ast_to","efg","ts","usg","ortg","drtg","rim_pct","mid_pct","obpm","dbpm","bpm","ftr","pfr","Rating"
"Wing G","Sr","6-5",4.8333,0.5,0.6667,0.3333,0,0,0.25,0,0.25,0.166700008335501,1.99940002,20,21.74,14.3,54.9,107.526,0.5,0,-9.39442,-3.08049,-12.4749,80,4.1,66
"Stretch 4","Sr","6-8",30.1935,11.7419,6.6129,0.7419,1.0645,0.7097,0.509,0.354,0.806,0.806499987683455,0.91990082,52.3,55.52,17.7,114.1,102.07,0.5909,0.375,1.73589,0.147382,1.88327,23.3,3.2,75
"C","Sr","6-10",26.9355,14.2903,9.2581,0.8065,0.5161,0.4516,0.567,0,0.713,2.70970004074126,0.29763442,56.7,58.82,28.1,105.7,111.075,0.6242,0.5152,1.09891,-2.83766,-1.73876,27.7,3.5,68
"Wing F","Sr","6-7",32.9706,12.7941,7.3235,1.1176,1.3235,0.9118,0.531,0.398,0.767,1.58820002623315,0.7036897,55.9,60.22,18,118.8,94.6685,0.5876,0.4615,2.94189,1.96098,4.90287,44.6,3.4,82
"Pure PG","Sr","6-1",31.0588,8,3.2353,7.2353,1.3529,0.0294,0.427,0.412,0.726,2.97059986397557,2.43563601,44.1,48.08,20.4,99.7,103.158,0.4312,0.4237,-1.46587,-0.50602,-1.97189,29.9,2.3,75
"Wing G","Sr","6-4",33.1176,18.1176,4.7059,1.2647,0.8235,0.2059,0.5,0.353,0.865,1.44119995354247,0.87753264,51.5,56.55,23.4,114.8,103.827,0.4766,0.5207,2.39366,-0.814305,1.57935,30.7,2.6,74
"Combo G","Sr","6-3",20.6,6.0667,1,1.4667,0.2,0.0667,0.412,0.434,0.727,0.333300004090407,4.40054,59.3,60.49,12,133.6,107.041,0.5,0.3846,1.02091,0.347136,1.36805,15.7,2.3,77
"Wing F","Sr","6-6",12.3333,3.4074,1.8148,0.6296,0.2963,0.5556,0.444,0.326,0.429,0.333299999804128,1.8889889,47,46.88,14.8,102.4,102.809,0.5714,0.2667,-0.835539,0.524719,-0.31082,8.5,3.4,58
"Scoring PG","Sr","6-1",17.9643,5.7857,1.2857,1.4643,0.3929,0,0.452,0.403,0.765,1.03569993964182,1.41382648,53.6,55.07,17.1,102.1,106.173,0.4167,0.46,-0.835795,-0.515895,-1.35169,12.2,2.4,67
"PF/C","Sr","6-9",21.3714,9.5143,5.0857,0.7429,0.4,0.2857,0.465,0.35,0.833,0.714299965121509,1.04003925,50.9,54.74,20.3,117.8,105.303,0.6,0.2903,3.22364,-1.05834,2.16529,24.4,3.6,71
"Wing G","Sr","6-5",31.32,9.28,4.68,1.76,1.52,0.24,0.496,0.31,0.633,1.00000000568182,1.75999999,48.3,50.16,16.2,106.5,107.236,0.5915,0.36,-0.202696,1.82079,1.61809,23.6,2.9,78
"PF/C","So","6-10",21.1429,7.0714,4.2143,1.0714,0.3214,0.5714,0.544,0.28,0.767,1.14289994636349,0.93743989,50.3,53.91,18.1,105.6,104.538,0.6349,0.4,-2.2027,-1.0289,-3.2316,28.1,5.2,63
"Combo G","Sr","6-2",27.7714,10.3429,2.9714,1.9429,1.3143,0.0571,0.432,0.364,0.8,1.65710001084292,1.17246997,47.8,50.79,21.6,97.8,107.184,0.5263,0.391,-1.71741,-0.171045,-1.88845,18.8,3,72
"C","Sr","6-9",5.2759,0.5862,0.8966,0.1034,0.069,0.3103,0.583,0,0.429,0.206900003047473,0.49975833,58.3,55.46,8.2,102.1,105.439,0.5556,0.6667,-4.79418,1.14063,-3.65355,58.3,6.5,48
"Combo G","Sr","6-3",32.8235,15,2.9118,2.5,1.7059,0.2059,0.443,0.371,0.703,1.94120001117821,1.28786317,49.1,52.2,23.3,101.4,100.724,0.5941,0.3256,0.486577,0.473416,0.959993,29.7,3.2,75
"Combo G","Sr","6-3",22.7812,6.7812,1.875,0.5938,0.6562,0.125,0.333,0.37,0.853,0.624999993421607,0.95008001,50,53.28,14.1,113.7,114.01,0.4706,0.2414,-1.46637,-1.20901,-2.67538,18.9,3.8,59
"Wing G","Sr","6-5",17.6286,4.4,1.4857,1.0286,0.3429,0.1429,0.478,0.387,0.778,0.257099991480657,4.00077804,56.2,57.02,10.4,123.3,104.773,0.7778,0.2857,0.792936,1.37618,2.16912,7,2.7,75
"Stretch 4","Sr","6-9",24.2188,7.375,3.625,0.8438,0.2812,0.0625,0.486,0.362,0.778,0.656199983998612,1.28588848,52.2,53.45,15.2,109.3,112.81,0.5,0.4821,0.178137,-2.77666,-2.59852,9,1.8,65
"Wing G","Sr","6-7",21.1333,5.5333,1.9667,0.6333,0.2667,0.0667,0.207,0.3,0.889,0.766700023101484,0.82600754,40.6,43.27,16.1,85.7,113.784,0.3,0.1579,-3.79561,-3.09685,-6.89247,11.3,3.2,50
"Combo G","Jr","6-4",13.7143,5.5714,1.3571,1,0.4286,0.0714,0.346,0.356,0.9,0.964299975593568,1.0370217,41.3,49.75,21.4,101.3,109.887,0.4444,0.2667,-1.79225,-1.5271,-3.31935,39.7,4.3,46
"Wing G","Sr","6-5",17.4783,3.6087,1.9565,0.7391,0.3913,0.087,0.5,0.25,0.867,0.478300018064222,1.54526442,41.7,45.54,13.6,100.1,104.673,0.5714,0.2857,-2.17269,-0.130913,-2.3036,17.9,2.6,62
"Wing F","Sr","6-8",24.5263,8.6842,2.1579,1.8947,0.6842,0.2105,0.328,0.381,0.712,1.6842000092179,1.12498515,45.2,50.65,20.6,97.7,115.569,0.4138,0.25,-1.65152,-2.33595,-3.98747,47.6,2.5,64
"Wing G","Jr","6-4",14.1613,1.8065,2.129,1.129,0.9355,0.5484,0.432,0,0.667,1.19350009909011,0.94595719,43.2,48.17,13,77.5,99.5421,0.4359,0.4,-3.94269,3.57148,-0.371211,47.7,3.8,54
"Wing G","Sr","6-6",28.8824,9.8824,3.6765,2.4706,1.6765,0.1176,0.471,0.283,0.688,1.55880005028338,1.58493708,45.6,49.18,21.3,97.8,105.128,0.6154,0.32,-1.43477,1.11218,-0.322586,32.4,3.3,71
"Scoring PG","Sr","6-3",10.8571,3.8571,1.4286,1.2857,0.2857,0,0.4,0.4,1,0.285700001190398,4.50017499,52,52.99,17.3,124.4,104.906,0.5,0.3333,2.00038,0.549848,2.55023,4,3.7,79
"PF/C","Sr","6-11",32.0625,14.4688,10.9688,2.125,0.9062,1.0312,0.489,0.302,0.65,2.5,0.85,48.4,51.32,26.7,102.7,103.185,0.5455,0.4074,1.86323,0.539926,2.40315,35.5,3.7,83
"Wing G","Sr","6-5",9.9,3.2,0.85,0.95,0.25,0.05,0.48,0.111,0.5,0.649999982894737,1.4615385,34.9,36.96,19,75.9,110.315,0.6,0.3,-6.9139,-2.37082,-9.28472,27.9,4.1,51
"Scoring PG","Sr","6-5",26.3333,6.8889,4.5556,3.6667,1.1111,0.3333,0.467,0.25,1,1.88890009626091,1.9411826,44.3,47.84,18.9,101.5,105.582,0.4074,0.5556,-1.3994,0.0849195,-1.31448,13.1,4.3,66
"C","Sr","6-9",26.6286,8.9714,5.6571,1.0571,0.8,0.4,0.552,0,0.713,1.62859990909667,0.64908514,55.2,60.26,17.4,113,109.733,0.6134,0.4355,0.456857,-0.230453,0.226404,71.3,4.8,74
"Combo G","Sr","6-2",30.92,14.2,4.04,2.64,1.76,0.36,0.5,0.247,0.795,2.91999996460606,0.9041096,46.7,52.48,25.9,94.7,104.894,0.5865,0.4167,-1.51644,-0.170992,-1.68743,39.3,3.9,66
"Stretch 4","Sr","6-8",21.1333,7.1333,5.8667,0.4667,0.8,0.4667,0.559,0.25,0.739,0.666700027857976,0.70001497,49.5,52.49,17.7,110.4,100.417,0.6458,0.1818,0.436509,-1.62982,-1.19332,25.3,3.2,73
"Stretch 4","Sr","6-9",20.1818,5.4848,3.6061,0.9091,0.4242,0.2727,0.547,0.382,0.633,1.09089994925893,0.83334865,56.1,57.09,15.7,105.5,105.141,0.7073,0.2609,-2.35218,-0.354215,-2.7064,22.7,6.2,64
"Combo G","Jr","6-1",35.3333,16.5667,3.5333,3.0333,1.6,0.3,0.419,0.228,0.715,2.76670008785889,1.09636025,39.6,44.67,28.3,87.3,111.046,0.4348,0.4068,-1.93473,-2.13141,-4.06615,35,2.3,65
"Wing F","Sr","6-7",11.7742,2.5161,2.0968,0.4839,0.6774,0.2581,0.512,0.143,0.679,0.612900006231593,0.7895252,37.8,42.72,15.3,84.3,94.4083,0.5862,0.3571,-4.58663,3.32393,-1.26269,35.9,5.2,64
"Wing G","Sr","6-4",27.5938,6.4062,4.2812,1.7188,1.4062,0.0938,0.519,0.302,0.737,0.750000023999303,2.29173326,47.7,50.88,12.5,109,104.732,0.5102,0.6,-2.32145,-0.413173,-2.73463,25.3,2.6,66
"Wing G","Sr","6-3",32.8387,16.4516,6.5161,2.6452,0.5161,0.129,0.461,0.28,0.692,1.38709997547195,1.90700025,44.9,48.63,25.5,113.4,109.496,0.48,0.419,5.43912,-0.172658,5.26647,32.1,2,84
"Wing G","Sr","6-4",30.1786,9.4286,3.75,0.75,0.8929,0.0357,0.382,0.326,0.783,0.857100011937689,0.87504374,45.2,48.57,15.3,100.6,113.786,0.4,0.3611,-1.80521,-2.40777,-4.21298,21.2,2.9,63
"Wing G","Sr","6-5",7.6087,0.6522,1.3478,0.1739,0.2174,0,0.333,0.333,0.286,0.087000000640368,1.99885056,43.3,40.93,6.5,102.1,112.823,0.5,0,-1.87687,0.672586,-1.20428,46.7,4.3,47
"Wing G","Sr","6-5",31.8788,12.1515,3.7273,1.7879,0.8788,0.0303,0.407,0.342,0.833,1.60609998553172,1.11319346,47.2,51.4,20,105,103.216,0.549,0.3056,0.541413,1.15048,1.69189,24.5,3.2,81
"Wing G","Sr","6-6",25.9688,10.4688,4.5938,1.2188,0.9688,0.4688,0.454,0.312,0.737,1.03120009777956,1.18192386,46.2,50.43,20.8,104.1,96.8952,0.6164,0.2456,2.09682,2.78392,4.88075,33.1,2.8,79
"Stretch 4","Sr","6-7",27.5714,9.5714,3.3214,0.2857,0.5357,1.4643,0.547,0.31,0.778,0.535700038729032,0.53332085,49.3,51.13,17.5,103.2,112.023,0.6897,0.4565,-0.382846,-0.988323,-1.37117,12.4,3.3,68
"Wing G","Sr","6-3",25.875,8.9375,1.9062,1.2812,0.5,0.0625,0.531,0.359,0.828,0.7187999783597,1.78241519,53.6,55.52,14.5,114.9,112.491,0.75,0.4242,-0.025865,-2.35775,-2.38362,12.4,2.5,64
"Wing G","Sr","6-7",34.2308,18.3462,6,4.1154,1.5,0.3846,0.504,0.339,0.81,2.53850016954484,1.62119351,50.6,56.39,27.1,107.5,100.09,0.6159,0.3256,3.88537,2.30025,6.18562,42.3,2.3,89
"PF/C","Sr","6-7",18.5556,3.7222,4.8889,0.9444,0.4444,0.3333,0.52,0,0.5,1.11109994729923,0.84996854,41.9,43.93,16.3,88.3,101.526,0.5814,0.1429,-3.22645,1.63446,-1.59199,48.4,4.9,72
"Wing G","Sr","6-3",24.7812,9.5625,2.75,1.1875,0.875,0.0625,0.466,0.375,0.75,1.34379995258055,0.88368808,52.2,55.16,20.4,105.8,105.015,0.5625,0.4225,0.40332,-0.445462,-0.0421414,25.9,3.5,71
"Combo G","Jr","6-4",35,16.3529,3.5,1.8824,1.0294,0.2941,0.392,0.403,0.824,1.61759992718394,1.16369936,50,53.14,22.1,109.3,108.704,0.3818,0.3953,2.37611,-0.150959,2.22515,19.7,2.1,76
"Combo G","Jr","6-4",31.2903,17.1613,3.2581,1.8387,1.4516,0.2258,0.437,0.321,0.813,2.61289992115826,0.70370089,44.7,54.48,29.1,101.2,107.919,0.4971,0.3182,1.16023,-1.04713,0.113097,66,2.8,67
"PF/C","Sr","6-8",18.5,9.8333,4.25,0.6667,0.3333,0.5833,0.582,0.2,0.76,1.49999998875056,0.44446667,53.8,57.89,24.9,102.1,113.252,0.6176,0.5238,-1.08516,-1.34304,-2.4282,38.5,5.5,66
"Scoring PG","Sr","6-1",32.0882,9.0588,3.0294,4.1765,1.3529,0.0294,0.417,0.338,0.774,1.88240010795823,2.21871003,46.7,51.62,17.2,108.2,106.433,0.5,0.2955,0.251032,0.534065,0.785097,34.9,1.9,74
"PF/C","Sr","6-9",14.4688,3.625,3.5625,0.4375,0.375,0.375,0.433,0.365,0.3,0.656199994279436,0.66671747,51.1,50.13,14.4,100.1,103.995,0.75,0.2222,-1.59882,-0.137593,-1.73642,10.8,4.2,63
"Stretch 4","Sr","6-11",8.8148,2.8889,2.3333,0.4444,0.1481,0.0741,0.585,0.143,0.519,0.99999997749775,0.44440001,49.1,50.13,22.3,85,111.323,0.68,0.4375,-6.26993,-1.92777,-8.1977,49.1,6.3,42
"Wing F","Sr","6-5",15.4194,3.9032,2.4839,0.4839,0.1935,0.0968,0.425,0.26,0.769,0.5483999753577,0.88238516,41.1,42.96,16.7,89.1,110.272,0.4561,0.3125,-3.81226,-2.25203,-6.06429,10.6,3.8,56
"Combo G","Jr","6-3",31.3529,14.0294,3,1.8824,0.7647,0.1176,0.479,0.37,0.787,1.47059997682227,1.28002178,52.1,54.82,22.6,109.5,112.419,0.6316,0.3981,1.77076,-2.27088,-0.500125,20.1,1.6,70
"Wing F","Sr","6-7",15.7576,5.6061,2.4242,0.303,0.5152,0.5758,0.591,0.438,0.795,0.3332999923341,0.90909093,60.1,63.9,14,129.1,113.074,0.6364,0.4815,1.47759,0.00411419,1.4817,40.4,2.5,60
"Wing G","Sr","6-6",31.4,13.1,5.1,3.2,0.8,0.2,0.477,0.25,0.763,1.49999997421875,2.13333337,42.6,49.03,22.5,105.3,106.158,0.5,0.4722,1.16889,-0.301323,0.867563,43.2,2.5,72
"Scoring PG","Sr","6-2",24.8824,11.2059,2.5882,3.2941,2.0588,0.4412,0.508,0.306,0.738,2.29410001434779,1.43590078,49,53.67,24.4,102.8,96.8757,0.5446,0.4659,1.33291,3.82591,5.15882,41.1,3.3,82
"Wing F","Sr","6-7",31.3143,15.3429,5.1714,1.2857,0.3714,0.2571,0.503,0.433,0.926,1.54290001263889,0.83330092,58.3,62.42,21.1,120.6,106.355,0.5938,0.4505,5.59847,0.0717345,5.67021,24.7,2.6,84
"C","Sr","6-10",11.3235,3.2647,2.1471,0.5294,0.3529,0.3529,0.521,0,0.627,0.764700003378605,0.69229763,52.1,55.54,18.1,102,100.139,0.569,0.3333,-3.07873,2.33733,-0.741404,69.9,5.7,57
"Wing G","Sr","6-6",18.3333,3.2381,1.619,0.8095,0.1429,0.0476,0.5,0.212,0.583,0.238100013541552,3.39983181,40.2,41.98,10.8,97.7,113.723,0.6,0.3846,-3.12755,-1.46427,-4.59182,19.7,3.3,62
"Wing G","Sr","6-5",30.7273,12.9091,8.1818,2.5152,1.8485,0.2727,0.56,0.295,0.773,2.96970020267212,0.84695418,51.7,57.05,22.2,104,98.7838,0.5878,0.4412,0.963197,1.73037,2.69357,46,4,80
"Wing G","Sr","6-4",31.2917,17,7.4583,1.75,1,0.2917,0.558,0.304,0.812,2,0.875,50.5,55.24,25.5,106.9,105.1,0.5603,0.5484,2.18961,-1.00485,1.18477,33.1,2.3,78
"PF/C","Sr","6-7",21.3929,10.3571,5,0.4286,0.3571,0.3214,0.579,0,0.579,1.49999996500233,0.28573334,57.9,58.18,23.8,102.1,107.659,0.6792,0.4815,0.593586,-1.91947,-1.32589,17.8,2.3,61
"C","Jr","6-9",11.125,2.9688,1.75,1.3438,0.125,0.3438,0.621,0,0.565,1.06250004299259,1.26475289,62.1,61.75,18.4,101.2,107.242,0.7073,0.48,-1.60924,1.32764,-0.2816,34.8,5,62
"Wing F","Sr","6-8",32.3636,12.3939,4.4848,0.9091,0.697,0.6364,0.48,0.316,0.705,1.6970000209255,0.53571007,47.7,50.26,20.7,97.1,106.971,0.6024,0.3333,0.201822,-0.824886,-0.623064,22.8,2,72
"PF/C","Sr","6-10",13.6087,3.0435,2.5217,0.4348,0.0435,0.913,0.553,0.25,0.619,0.391299993613927,1.11116792,49.1,51.49,12.7,104.4,110.535,0.64,0.3846,0.379434,1.33641,1.71584,36.2,1.9,70
"PF/C","Sr","6-9",9.4412,3.7647,2.5,0.2647,0.2941,0.3529,0.487,0.5,0.697,0.617600028222478,0.42859454,52.8,55.83,20,106.6,98.6781,0.5758,0.4186,-0.253262,0.172176,-0.0810853,36.7,3.4,56
"C","Sr","6-10",24.7027,8.1351,6.9189,0.4324,0.4865,1.6486,0.61,0,0.655,1.16220000913848,0.372053,61,62.36,16.9,121.6,101.975,0.6453,0.3929,2.3369,1.41328,3.75019,43.5,3.9,84
"Pure PG","Sr","6-4",30.697,14.9394,3.4848,5.4242,1.5758,0.5455,0.5,0.354,0.851,2.42420002885067,2.23752163,51.2,53.84,25.6,114,104.161,0.5098,0.494,5.98901,2.25241,8.24143,15.7,3.1,89
"Wing F","Sr","6-7",35.0938,21.0625,6.8438,1.375,0.6875,0.75,0.532,0.38,0.794,1.90620004109629,0.72133038,54.3,59.41,26.1,115.1,105.655,0.6414,0.4462,5.24298,0.404805,5.64778,44.7,2.6,85
"Scoring PG","Sr","5-11",21.2,4.3,1.9,2.5,1.4,0.3,0.429,0,0.476,1.499999997,1.66666667,40.5,42.58,16.1,81.6,98.8492,0.4074,0.5,-5.49567,2.85881,-2.63687,56.8,6,65
"PF/C","Sr","6-11",30.3243,14.5405,10.2703,1.5405,0.5946,1.4324,0.544,0.4,0.781,1.6215999769597,0.94998768,54.6,60.07,22.3,121.2,95.08,0.5889,0.4271,4.66103,3.08043,7.74147,52.1,3.6,91
"Wing F","Sr","6-9",23.6,5.4,3.9,0.7,1,0.2,0.5,0.156,0.7,0.899999985857143,0.77777779,36.7,39.27,16,84.5,103.365,0.6667,0.3529,-3.27673,0.52265,-2.75408,15.6,2.7,68
"Wing G","Sr","6-7",32.6471,15.7941,6.0882,2.5294,1.0882,0.4118,0.513,0.383,0.815,1.49999993476714,1.68626674,52.6,57.92,21.8,121.1,102.482,0.6082,0.3509,5.27299,1.13098,6.40397,40.4,1.9,87
"C","Sr","6-11",22.4444,4.4722,5.1111,0.4444,0.3889,1,0.582,0,0.464,1.22220000345978,0.36360661,58.2,56.18,13.2,96.3,102.964,0.6825,0.4,-3.89171,0.397401,-3.49431,57.1,4.6,62
"Scoring PG","Sr","5-8",18.2286,5.7714,0.9143,1.8571,0.6571,0,0.438,0.286,0.615,1.2286000168634,1.51155785,43.3,44.52,19.1,89.6,110.973,0.5,0.411,-3.19829,-2.42876,-5.62705,12.4,2.4,62
"Wing F","Sr","6-11",15.25,5.25,2,0.375,0.5,0.125,0.455,0.154,0.857,1.37500001375,0.27272727,39.1,42.57,23,80.5,104.034,0.6,0.3333,-4.1659,-1.69713,-5.86303,15.2,3.3,59
"Combo G","Sr","6-1",28.6667,11.7179,2.7436,1.9231,1.2821,0.2051,0.497,0.357,0.742,1.48720002258756,1.29310111,52,54.77,19.3,110.6,101.506,0.5876,0.3269,2.08818,2.57458,4.66276,24.9,2.6,86
"Stretch 4","Sr","6-10",12.8571,2.5714,1.5714,0.5714,0.2857,0.4286,0.7,0,0.667,1.42860000200014,0.399972,38.9,43.17,18.5,69.4,119.065,0.875,0,-8.88559,-3.80747,-12.6931,33.3,7.1,47
"PF/C","Sr","6-10",10.9167,2.0833,2.8056,0.4167,0.2222,0.3333,0.5,0.333,0.622,0.694400006399079,0.6000864,50,54.84,14.1,100.5,104.186,0.7391,0.2381,-3.62475,1.05439,-2.57036,95.7,7.1,61
"PF/C","Sr","6-8",26.5,9.625,6.2188,0.75,1.0625,2.3125,0.553,0.409,0.603,1.7812000462447,0.42106444,56,57.65,19.5,102.2,98.4635,0.6629,0.4444,-2.0705,2.25924,0.188739,60.2,5.3,73
"Wing F","Sr","6-6",30,10.7143,6.1429,1.7143,1.1429,0.5714,0.568,0.333,0.864,1.28569993206557,1.33335933,56,62.03,18.3,122.6,103.534,0.625,0.4167,3.15235,0.949426,4.10177,44,2.7,83
"Scoring PG","Sr","5-9",33.8387,14.2903,3.4839,6.0645,1.2903,0.2258,0.486,0.267,0.645,3.29029996782348,1.84314502,46.6,49.02,27,98.1,106.854,0.578,0.2688,0.88157,0.090934,0.972503,26.7,3.1,84
"Wing F","Sr","6-6",17.56,2.92,3.12,0.68,0.92,0.64,0.516,0.314,0.667,1.0399999584,0.65384618,49.2,50.91,12.1,89.6,106.105,0.5652,0.375,-3.95088,0.138447,-3.81243,18.2,3.3,54
"Stretch 4","Sr","6-6",16.0741,3.2222,2.6296,0.8889,0.3333,0.2593,0.615,0.273,0.5,0.2963,3,44.3,44.4,11.3,103.6,104.152,0.75,0.4,-1.23569,-1.1895,-2.42519,2.5,2.5,55
"Combo G","Sr","6-3",28.5758,13.0909,4.4242,3.0909,1.0606,0.7273,0.486,0.467,0.782,1.66670003589695,1.85450287,50.6,56.33,23.8,112.8,98.1708,0.5509,0.3874,1.80013,2.29234,4.09247,46.1,2.7,82
"Wing G","Sr","6-4",24.7667,7.5,2.6,1.1,0.4667,0.0333,0.388,0.309,0.778,1.20000002181818,0.91666665,43.6,46.38,17.5,90.4,108.151,0.3793,0.3922,-2.95741,-1.72449,-4.68191,16.4,1.6,62
"Combo G","Sr","6-2",14.2812,4.6562,1.4375,0.7812,0.375,0.125,0.464,0.382,0.861,0.218799995848066,3.57038398,54.2,59.68,13.3,119.8,104.256,0.5294,0.3636,-0.972137,-0.380114,-1.35225,37.5,2.9,62
"Stretch 4","Sr","6-7",11.6923,3.3846,3.2308,0.5385,0.3846,0.1538,0.435,0.316,0.4,0.615400002802156,0.87504062,45.2,45.07,18.3,95.9,97.7991,0.6429,0.1111,-1.59865,0.655664,-0.942987,11.9,4.9,63
"Combo G","Sr","6-2",29.2308,14.0769,3.3462,1.9231,0.8846,0.0385,0.487,0.3,0.827,1.96150005112079,0.98042312,47.5,54.33,23.2,105,108.177,0.4778,0.5,0.669456,-1.67405,-1.00459,43.8,2,68
"C","Sr","7-0",14.1364,4.1818,5,0.2727,0.5909,0.6818,0.593,0,0.596,0.818199959489051,0.33329261,59.3,60.27,17.6,111.2,94.8657,0.6087,0.5,-2.37686,1.5451,-0.831765,87,8,64
"Wing G","Sr","6-4",11.9118,1.9118,2.7647,0.8529,0.8235,0.0294,0.306,0.125,0.719,0.647099949385995,1.31803441,28.4,40.54,12,90.1,93.4248,0.4167,0.0833,-4.6617,4.15269,-0.509012,72.7,6.6,59
"Combo G","Sr","6-4",28.1562,6.3438,1.6562,0.9375,1.2812,0.25,0.403,0.342,0.654,0.906199988332977,1.03453985,47.1,48.45,13.4,92.7,103.026,0.4583,0.375,-3.95588,0.901076,-3.05481,13.5,3.6,65
"PF/C","Jr","6-7",18.4545,9.7273,3.9091,0.1818,0.5,0.4091,0.597,0.339,0.895,0.772700040054594,0.23527888,55.7,60.38,24.3,114.7,110.171,0.7143,0.4333,2.4761,-1.0307,1.4454,29,7.7,64
"Wing G","Sr","6-7",27.7297,9,2.8649,1.027,0.5946,0.3243,0.483,0.393,0.754,0.675700041526932,1.51990519,55.3,57.84,13.8,113.7,106.076,0.58,0.359,0.618287,1.14138,1.75966,25.3,2.9,79
"Wing G","Jr","6-5",24.1818,10.6364,3.3636,1.3939,0.6364,0.1212,0.6,0.385,0.771,0.636399966974225,2.19028924,58.5,61.1,17.4,125.4,101.96,0.7714,0.4667,3.56402,1.4823,5.04632,27.6,4.1,81
"Combo G","Sr","6-0",20.7353,4.1471,1.2353,0.7647,0.6471,0.0588,0.474,0.364,0.923,0.47060001052096,1.62494684,53.4,55.57,10.2,106.1,110.406,0.4545,0.5,-1.71814,0.289393,-1.42875,11,2.4,60
"Scoring PG","Sr","6-0",31.303,13.9697,4.3636,4.9394,1.697,0.1818,0.514,0.293,0.744,2.12120000175729,2.32858759,48.1,52.37,26.4,108.6,101.79,0.597,0.3718,2.46312,0.636377,3.0995,34.3,2.5,80
"Wing G","Jr","6-5",9.2143,1.3571,0.9286,0.2143,0.3571,0.0714,0.5,0.5,0.75,0.499999988334111,0.42860001,55,61.59,9.7,98.5,113.934,0.6667,0,-7.07631,-2.03538,-9.11168,80,6.1,37
"Scoring PG","Sr","6-3",31.9688,12.7812,2.4688,3.6875,1,0.1875,0.475,0.432,0.837,1.5937999483397,2.31365298,53.7,57.98,21,117.4,106.626,0.5385,0.4206,3.20424,-0.212746,2.99149,29.8,2.1,81
"Wing G","Sr","6-4",32.0303,9.8485,3.6667,1.3333,0.9091,0.5152,0.475,0.341,0.714,1.24240006047906,1.07316479,49.2,51.88,16.4,102.6,103.706,0.5763,0.4,-0.515739,-0.182612,-0.69835,23.8,1.8,70
"Stretch 4","Sr","6-10",24.8824,13.1176,4.8824,0.7647,0.2941,0.1176,0.594,0.459,0.688,1.17649996476039,0.64997877,63.8,65.12,22.4,118.9,105.353,0.6122,0.55,4.34673,-0.715699,3.63103,36.9,3.1,79
"Wing G","Sr","6-5",29.1765,11.0882,5.5882,2.6765,1.1471,0.4118,0.555,0.446,0.713,0.999999970110219,2.67650008,58.7,61.88,18.2,126.9,113.228,0.5545,0.5556,3.6843,-0.730807,2.95349,50.2,2.3,75
"Pure PG","Sr","6-1",29.0625,8.5312,3.125,5.6562,2.3438,0.4062,0.484,0.358,0.719,1.8750000248621,3.01663996,50.8,52.34,20,111.4,101.66,0.507,0.4561,1.55653,2.94504,4.50157,13.5,2.6,81
"Wing G","Sr","6-5",6.25,2.0833,0.75,0.1667,0.2083,0.0833,0.433,0.146,0.5,0.29169999766395,0.57147755,31,32.59,22.8,77.2,106.9,0.5385,0.3529,-6.22561,-0.602199,-6.82781,16.9,3.7,63
"Wing F","Sr","6-8",12.2812,2.0625,1.8438,0.5938,0.3125,0.2188,0.533,0.37,0.5,0.562499991711224,1.05564446,54.4,54.36,10.8,100,100.375,0.625,0.1667,-2.69616,1.48139,-1.21477,3.5,4.1,63
"Wing G","Sr","6-7",32.4848,13.697,4.4242,1.0606,1.5758,0.4848,0.505,0.292,0.636,1.45449989436156,0.72918534,48.1,51.24,20.4,104,105.838,0.5575,0.4353,-0.921852,-0.767553,-1.68941,42.4,3.1,69
"C","Sr","6-10",15.6,5,4.9143,0.4571,0.4286,0.5714,0.469,0,0.646,1.25709996087067,0.36361468,46.9,51.79,20.1,97.2,97.3549,0.5143,0.4167,-1.3969,1.35639,-0.0405071,63.1,3.9,74
"Wing F","Jr","6-7",34.7241,12.3103,5.069,0.8276,0.5517,0.2759,0.504,0.351,0.858,1.06899999726162,0.77418148,51.5,58.26,16.6,115.6,109.117,0.6232,0.3509,0.64151,-1.72035,-1.07884,44.5,1.6,67
"Wing F","Sr","6-8",23.5455,8.303,7.0909,1.4848,1.0909,0.5758,0.46,0.238,0.515,1.42420007325307,1.04255015,45.2,46.19,21.4,98.3,94.9959,0.5728,0.375,-1.30773,1.4008,0.0930756,26.2,3.7,77
"Combo G","Jr","6-5",35.7879,15.8182,2.8788,2.0909,0.6667,0.2121,0.446,0.346,0.863,1.75760000186276,1.18963359,48.5,54.52,22.1,108,120.376,0.5,0.3214,3.10534,-3.25638,-0.151043,34.9,1.2,75
"Wing F","Sr","6-5",30.1818,13.0606,5.5152,0.6667,0.6061,0.6364,0.59,0.409,0.798,1.36360000382062,0.48892637,60,63.91,18.6,117.6,115.502,0.6429,0.4694,4.12544,-1.65023,2.4752,41.3,2,76
"Wing F","Sr","6-9",28.8438,12.2812,4.0938,2.2188,0.4375,0.1875,0.439,0.343,0.802,1.90619999452058,1.16399119,47.1,52.9,23.6,102,113.452,0.4681,0.407,1.97063,-0.58891,1.38172,38.5,2.4,76
