Player,School,Rating,School_key,Conf,conf_tier,penalty_conf,Rating_add,conf_mult,gap,Rating_conf
Jaylani Darden,Norfolk St.,77.3,norfolk st,MEAC,low,-2,75.3,0.7,0,90
Justin Thomas,Florida St.,77.3,florida st,ACC,tier1,0.8,78.1,1,0,90
Ethan Potter,Utah Valley,77.3,utah valley,WAC,mid,-0.4,76.89999999999999,0.9,0,90
Dion Brown,Boston College,77.3,boston college,ACC,tier1,0.8,78.1,1,0,90
Brody Rowbury,Southeastern Louisiana,77.3,southeastern louisiana,Southland,low,-2,75.3,0.7,0,90
Jaquan Johnson,Bradley,77.3,bradley,MVC,mid,-0.4,76.89999999999999,0.9,0,90
Jeremiah Wilkinson,California,77.3,california,ACC,tier1,0.8,78.1,1,0,90
Robert Braswell,Charlotte,77.2,charlotte,AAC,mid,-0.4,76.8,0.9,0,90
Abdou Tsimbila,Fordham,77.2,fordham,A10,mid,-0.4,76.8,0.9,0,90
Bryce Harris,Howard,77.2,howard,MEAC,low,-2,75.2,0.7,0,90
Mouhamed Sow,Saint Peter's,77.2,saint peter s,MAAC,low,-2,75.2,0.7,0,90
Michael Gray Jr.,Nicholls St.,77.2,nicholls st,Southland,low,-2,75.2,0.7,0,90
Byron Ireland,Nicholls St.,77.2,nicholls st,Southland,low,-2,75.2,0.7,0,90
Myron Amey Jr.,Loyola Marymount,77.2,loyola marymount,WCC,mid,-0.4,76.8,0.9,0,90
Stephen Giwa,Texas A&M Corpus Chris,77.2,texas a m corpus chris,Southland,low,-2,75.2,0.7,0,90
Matt Hayman,Stephen F. Austin,77.2,stephen f austin,Southland,low,-2,75.2,0.7,0,90
Bryson Dawkins,Houston Christian,77.2,houston christian,Southland,low,-2,75.2,0.7,0,90
Chris Bell,Syracuse,77.2,syracuse,ACC,tier1,0.8,78,1,0,90
Connor Essegian,Nebraska,77.2,nebraska,Big Ten,tier1,0.8,78,1,0,90
Keyshawn Mitchell,Bryant,77.2,bryant,AEC,low,-2,75.2,0.7,0,90
AJ Clark,VMI,77.2,vmi,SoCon,low,-2,75.2,0.7,0,90
Ty Pence,Illinois St.,77.2,illinois st,MVC,mid,-0.4,76.8,0.9,0,90
Tyler Tejada,Towson,77.2,towson,CAA,low,-2,75.2,0.7,0,90
Deuce Jones,La Salle,77.2,la salle,A10,mid,-0.4,76.8,0.9,0,90
Noah Waterman,Louisville,77.1,louisville,ACC,tier1,0.8,77.89999999999999,1,0,90
Xavier DuSell,Nevada,77.1,nevada,Mountain West,tier1,0.8,77.89999999999999,1,0,90
Josh Morgan,Stonehill,77.1,stonehill,NEC,low,-2,75.1,0.7,0,90
James White,New Orleans,77.1,new orleans,Southland,low,-2,75.1,0.7,0,90
Daeshon Shepherd,La Salle,77.1,la salle,A10,mid,-0.4,76.69999999999999,0.9,0,90
Kacper Klaczek,Albany,77.1,albany,AEC,low,-2,75.1,0.7,0,90
Trey Woodyard,New Hampshire,77.1,new hampshire,AEC,low,-2,75.1,0.7,0,90
Jasen Green,Creighton,77.1,creighton,Big East,tier1,0.8,77.89999999999999,1,0,90
Justin Abson,Georgia,77.1,georgia,SEC,tier1,0.8,77.89999999999999,1,0,90
Koree Cotton,Jacksonville St.,77.1,jacksonville st,CUSA,mid,-0.4,76.69999999999999,0.9,0,90
Abdi Bashir Jr.,Monmouth,77.1,monmouth,CAA,low,-2,75.1,0.7,0,90
Jacob Theodosiou,Loyola MD,77.1,loyola md,Patriot,low,-2,75.1,0.7,0,90
Afan Trnka,Tennessee Martin,77.1,tennessee martin,OVC,low,-2,75.1,0.7,0,90
Milton Matthews,Florida A&M,77.1,florida a m,SWAC,low,-2,75.1,0.7,0,90
Mason Madsen,Utah,77,utah,B12,tier1,0.8,77.8,1,0,90
Rubin Jones,Michigan,77,michigan,Big Ten,tier1,0.8,77.8,1,0,90
Koren Johnson,Louisville,77,louisville,ACC,tier1,0.8,77.8,1,0,90
Seydou Traore,Iowa,77,iowa,Big Ten,tier1,0.8,77.8,1,0,90
Drew Steffe,Southern Illinois,77,southern illinois,MVC,mid,-0.4,76.6,0.9,0,90
Anthony Finkley,Saint Joseph's,77,saint joseph s,A10,mid,-0.4,76.6,0.9,0,90
Derrius Ward,Coppin St.,76.9,coppin st,MEAC,low,-2,74.9,0.7,0,90
Jabri Abdur-Rahim,Providence,76.9,providence,Big East,tier1,0.8,77.7,1,0,90
Jaden House,Rhode Island,76.9,rhode island,A10,mid,-0.4,76.5,0.9,0,90
Jalin Billingsley,Eastern Michigan,76.9,eastern michigan,MAC,low,-2,74.9,0.7,0,90
Jalen DeLoach,Loyola Chicago,76.9,loyola chicago,A10,mid,-0.4,76.5,0.9,0,90
Trey Miller,UT Rio Grande Valley,76.9,ut rio grande valley,Southland,low,-2,74.9,0.7,0,90
Braeden Carrington,Tulsa,76.9,tulsa,AAC,mid,-0.4,76.5,0.9,0,90
Aaron McBride,Loyola Marymount,76.9,loyola marymount,WCC,mid,-0.4,76.5,0.9,0,90
Jamichael Davis,Rutgers,76.9,rutgers,Big Ten,tier1,0.8,77.7,1,0,90
Tyler Rolison,Nevada,76.9,nevada,Mountain West,tier1,0.8,77.7,1,0,90
Greg Jones,American,76.9,american,Patriot,low,-2,74.9,0.7,0,90
Dallas Hobbs,Mount St. Mary's,76.9,mount st mary s,MAAC,low,-2,74.9,0.7,0,90
Willie Williams,Northwestern St.,76.9,northwestern st,Southland,low,-2,74.9,0.7,0,90
Jovan Blacksher Jr.,California,76.8,california,ACC,tier1,0.8,77.6,1,0,90
Hunter Erickson,Utah,76.8,utah,B12,tier1,0.8,77.6,1,0,90
Evan Johnson,Maryland Eastern Shore,76.8,maryland eastern shore,MEAC,low,-2,74.8,0.7,0,90
Yassine Gharram,Yale,76.8,yale,Ivy League,low,-2,74.8,0.7,0,90
Elias Cato,Central Arkansas,76.8,central arkansas,ASUN,low,-2,74.8,0.7,0,90
Jack Mielke,Southern Indiana,76.8,southern indiana,OVC,low,-2,74.8,0.7,0,90
Noah Ross,UNC Wilmington,76.8,unc wilmington,CAA,low,-2,74.8,0.7,0,90
Eli King,North Dakota,76.8,north dakota,Summit League,low,-2,74.8,0.7,0,90
Ahmet Jonovic,Bradley,76.8,bradley,MVC,mid,-0.4,76.39999999999999,0.9,0,90
Tyler Mrus,Idaho,76.8,idaho,Big Sky,low,-2,74.8,0.7,0,90
Jordan Stiemke,Loyola MD,76.8,loyola md,Patriot,low,-2,74.8,0.7,0,90
Raysean Seamster,UT Arlington,76.8,ut arlington,WAC,mid,-0.4,76.39999999999999,0.9,0,90
Josh Omojafo,Robert Morris,76.8,robert morris,Horizon,low,-2,74.8,0.7,0,90
Major Freeman,Siena,76.8,siena,MAAC,low,-2,74.8,0.7,0,90
Jaden Walker,Texas A&M Corpus Chris,76.7,texas a m corpus chris,Southland,low,-2,74.7,0.7,0,90
Daniel Ortiz,North Alabama,76.7,north alabama,ASUN,low,-2,74.7,0.7,0,90
Andre Snoddy,Stony Brook,76.7,stony brook,CAA,low,-2,74.7,0.7,0,90
Leo DeBruhl,UC Davis,76.7,uc davis,Big West,low,-2,74.7,0.7,0,90
Kuluel Mading,Norfolk St.,76.7,norfolk st,MEAC,low,-2,74.7,0.7,0,90
AJ Storr,Kansas,76.7,kansas,B12,tier1,0.8,77.5,1,0,90
Johan Nziemi,Longwood,76.7,longwood,Big South,low,-2,74.7,0.7,0,90
Jelani Hamilton,Georgia St.,76.7,georgia st,Sun Belt,mid,-0.4,76.3,0.9,0,90
Jah Short,New Orleans,76.7,new orleans,Southland,low,-2,74.7,0.7,0,90
Josh Massey,Stetson,76.7,stetson,ASUN,low,-2,74.7,0.7,0,90
Scooter Williams Jr.,Texas A&M Commerce,76.7,texas a m commerce,Southland,low,-2,74.7,0.7,0,90
Al Green,Louisiana Tech,76.7,louisiana tech,CUSA,mid,-0.4,76.3,0.9,0,90
Garrett Hien,Furman,76.6,furman,SoCon,low,-2,74.6,0.7,0,90
Tyler Brelsford,Morehead St.,76.6,morehead st,OVC,low,-2,74.6,0.7,0,90
Brennan Watkins,North Dakota St.,76.6,north dakota st,Summit League,low,-2,74.6,0.7,0,90
AJ Braun,Cal Baptist,76.6,cal baptist,WAC,mid,-0.4,76.19999999999999,0.9,0,90
Sam Silverstein,Cal Baptist,76.6,cal baptist,WAC,mid,-0.4,76.19999999999999,0.9,0,90
Romad Dean,Fordham,76.6,fordham,A10,mid,-0.4,76.19999999999999,0.9,0,90
Chase Robinson,Cleveland St.,76.6,cleveland st,Horizon,low,-2,74.6,0.7,0,90
Ruot Bijiek,Bucknell,76.6,bucknell,Patriot,low,-2,74.6,0.7,0,90
Jaden Schutt,Virginia Tech,76.6,virginia tech,ACC,tier1,0.8,77.39999999999999,1,0,90
Jamir Simpson,Southern Utah,76.6,southern utah,WAC,mid,-0.4,76.19999999999999,0.9,0,90
Camian Shell,North Carolina A&T,76.6,north carolina a t,CAA,low,-2,74.6,0.7,0,90
Marcus Hall,Green Bay,76.6,green bay,Horizon,low,-2,74.6,0.7,0,90
Zaxton King,Missouri St.,76.6,missouri st,MVC,mid,-0.4,76.19999999999999,0.9,0,90
Jarvis Walker,IU Indy,76.6,iu indy,Horizon,low,-2,74.6,0.7,0,90
DeSean Goode,IU Indy,76.6,iu indy,Horizon,low,-2,74.6,0.7,0,90
William Jeffress,Louisiana Tech,76.5,louisiana tech,CUSA,mid,-0.4,76.1,0.9,0,90
Kerwin Walton,Texas Tech,76.5,texas tech,B12,tier1,0.8,77.3,1,0,90
Miles Brewster,Boston University,76.5,boston university,Patriot,low,-2,74.5,0.7,0,90
Ty Harper,Youngstown St.,76.5,youngstown st,Horizon,low,-2,74.5,0.7,0,90
Jalen Weaver,Fresno St.,76.5,fresno st,Mountain West,tier1,0.8,77.3,1,0,90
Keller Boothby,William & Mary,76.5,william mary,CAA,low,-2,74.5,0.7,0,90
Preston Ruedinger,Green Bay,76.5,green bay,Horizon,low,-2,74.5,0.7,0,90
Marko Maletic,Western Illinois,76.5,western illinois,OVC,low,-2,74.5,0.7,0,90
Kwo Agwa,UT Rio Grande Valley,76.5,ut rio grande valley,Southland,low,-2,74.5,0.7,0,90
Jacob Meyer,DePaul,76.5,depaul,Big East,tier1,0.8,77.3,1,0,90
Dai Dai Ames,Virginia,76.5,virginia,ACC,tier1,0.8,77.3,1,0,90
Jurian Dixon,UC Irvine,76.5,uc irvine,Big West,low,-2,74.5,0.7,0,90
Roderick Coffee III,Florida A&M,76.5,florida a m,SWAC,low,-2,74.5,0.7,0,90
Anias Futrell,Lindenwood,76.5,lindenwood,OVC,low,-2,74.5,0.7,0,90
Gicarri Harris,Purdue,76.5,purdue,Big Ten,tier1,0.8,77.3,1,0,90
P.J. Eason,Grambling St.,76.5,grambling st,SWAC,low,-2,74.5,0.7,0,90
Wynston Tabbs,Morgan St.,76.4,morgan st,MEAC,low,-2,74.4,0.7,0,90
Keishon Porter,North Carolina Central,76.4,north carolina central,MEAC,low,-2,74.4,0.7,0,90
Woody Newton,George Mason,76.4,george mason,A10,mid,-0.4,76,0.9,0,90
Brenton Knapper,Santa Clara,76.4,santa clara,WCC,mid,-0.4,76,0.9,0,90
Khalil Brantley,Oklahoma St.,76.4,oklahoma st,B12,tier1,0.8,77.2,1,0,90
Trey Thomas,Bethune Cookman,76.4,bethune cookman,SWAC,low,-2,74.4,0.7,0,90
Collin Metcalf,Northeastern,76.4,northeastern,CAA,low,-2,74.4,0.7,0,90
Malachi Davis,LIU,76.4,liu,NEC,low,-2,74.4,0.7,0,90
Jailen Bedford,UNLV,76.4,unlv,Mountain West,tier1,0.8,77.2,1,0,90
Mark Butler,Lafayette,76.4,lafayette,Patriot,low,-2,74.4,0.7,0,90
Ryan Sabol,Buffalo,76.4,buffalo,MAC,low,-2,74.4,0.7,0,90
Je'Shawn Stevenson,Cleveland St.,76.4,cleveland st,Horizon,low,-2,74.4,0.7,0,90
Jimmie Williams,South Florida,76.4,south florida,AAC,mid,-0.4,76,0.9,0,90
Robert Carpenter,New Mexico St.,76.3,new mexico st,CUSA,mid,-0.4,75.89999999999999,0.9,0,90
Myles Stute,South Carolina,76.3,south carolina,SEC,tier1,0.8,77.1,1,0,90
Matteus Case,William & Mary,76.3,william mary,CAA,low,-2,74.3,0.7,0,90
Bradley Ezewiro,UAB,76.3,uab,AAC,mid,-0.4,75.89999999999999,0.9,0,90
Xzavier Long,Hampton,76.3,hampton,CAA,low,-2,74.3,0.7,0,90
Jeffrey Mills,Air Force,76.3,air force,Mountain West,tier1,0.8,77.1,1,0,90
Dashon Gittens,FIU,76.3,fiu,CUSA,mid,-0.4,75.89999999999999,0.9,0,90
MJ Collins,Vanderbilt,76.3,vanderbilt,SEC,tier1,0.8,77.1,1,0,90
Turner Buttry,Eastern Kentucky,76.3,eastern kentucky,ASUN,low,-2,74.3,0.7,0,90
RaSheed Jones,Coastal Carolina,76.3,coastal carolina,Sun Belt,mid,-0.4,75.89999999999999,0.9,0,90
Cam Gregory,Campbell,76.3,campbell,CAA,low,-2,74.3,0.7,0,90
Avery Brown,Columbia,76.3,columbia,Ivy League,low,-2,74.3,0.7,0,90
Augusto Cassia,Butler,76.3,butler,Big East,tier1,0.8,77.1,1,0,90
Kyle Pulliam,William & Mary,76.3,william mary,CAA,low,-2,74.3,0.7,0,90
Jermahri Hill,Ball St.,76.3,ball st,MAC,low,-2,74.3,0.7,0,90
Vianney Salatchoum,FIU,76.3,fiu,CUSA,mid,-0.4,75.89999999999999,0.9,0,90
Chase Johnston,High Point,76.2,high point,Big South,low,-2,74.2,0.7,0,90
Jared Garcia,Tulsa,76.2,tulsa,AAC,mid,-0.4,75.8,0.9,0,90
Paul Bruns,South Dakota,76.2,south dakota,Summit League,low,-2,74.2,0.7,0,90
Ansley Almonor,Kentucky,76.2,kentucky,SEC,tier1,0.8,77,1,0,90
Achile Spadone,Bucknell,76.2,bucknell,Patriot,low,-2,74.2,0.7,0,90
Daniel Egbuniwe,Tennessee Tech,76.2,tennessee tech,OVC,low,-2,74.2,0.7,0,90
Ja'Sean Glover,Nebraska Omaha,76.2,nebraska omaha,Summit League,low,-2,74.2,0.7,0,90
Yohan Traore,SMU,76.2,smu,ACC,tier1,0.8,77,1,0,90
Josh Holloway,Samford,76.2,samford,SoCon,low,-2,74.2,0.7,0,90
Jakub Necas,Duquesne,76.2,duquesne,A10,mid,-0.4,75.8,0.9,0,90
Nakavieon White,Georgia Southern,76.2,georgia southern,Sun Belt,mid,-0.4,75.8,0.9,0,90
Josh Taylor,Texas A&M Commerce,76.1,texas a m commerce,Southland,low,-2,74.1,0.7,0,90
Zimi Nwokeji,Jacksonville,76.1,jacksonville,ASUN,low,-2,74.1,0.7,0,90
DJ Patrick,Charleston Southern,76.1,charleston southern,Big South,low,-2,74.1,0.7,0,90
Landon Wolf,Illinois St.,76.1,illinois st,MVC,mid,-0.4,75.69999999999999,0.9,0,90
Nicolas Louis-Jacques,Colgate,76.1,colgate,Patriot,low,-2,74.1,0.7,0,90
Zek Tekin,Le Moyne,76.1,le moyne,NEC,low,-2,74.1,0.7,0,90
Bryce Cash,Queens,76.1,queens,ASUN,low,-2,74.1,0.7,0,90
Wilson Dubinsky,South Carolina St.,76.1,south carolina st,MEAC,low,-2,74.1,0.7,0,90
Carmelo Adkins,USC Upstate,76.1,usc upstate,Big South,low,-2,74.1,0.7,0,90
Omar Croskey,South Carolina St.,76,south carolina st,MEAC,low,-2,74,0.7,0,90
Fletcher Abee,UNC Asheville,76,unc asheville,Big South,low,-2,74,0.7,0,90
Hunter Jack Madden,Abilene Christian,76,abilene christian,WAC,mid,-0.4,75.6,0.9,0,90
Kellen Amos,Rice,76,rice,AAC,mid,-0.4,75.6,0.9,0,90
Wesley Cardet,Providence,76,providence,Big East,tier1,0.8,76.8,1,0,90
Jace Carter,Texas A&M,76,texas a m,SEC,tier1,0.8,76.8,1,0,90
Jake Heidbreder,Clemson,76,clemson,ACC,tier1,0.8,76.8,1,0,90
Marcell McCreary,Northern Colorado,76,northern colorado,Big Sky,low,-2,74,0.7,0,90
Zion Fruster,Eastern Illinois,76,eastern illinois,OVC,low,-2,74,0.7,0,90
Josh Corbin,UNC Wilmington,75.9,unc wilmington,CAA,low,-2,73.9,0.7,0,90
Xavier Lipscomb,Mount St. Mary's,75.9,mount st mary s,MAAC,low,-2,73.9,0.7,0,90
John Mikey Square,Cal St. Fullerton,75.9,cal st fullerton,Big West,low,-2,73.9,0.7,0,90
Elvin Edmonds IV,Bucknell,75.9,bucknell,Patriot,low,-2,73.9,0.7,0,90
Toby Nnadozie,Coppin St.,75.9,coppin st,MEAC,low,-2,73.9,0.7,0,90
Marcus Jackson,Siena,75.9,siena,MAAC,low,-2,73.9,0.7,0,90
Sean Logan,Davidson,75.9,davidson,A10,mid,-0.4,75.5,0.9,0,90
Jalil Beaubrun,Appalachian St.,75.9,appalachian st,Sun Belt,mid,-0.4,75.5,0.9,0,90
"Shawn Jones, Jr.",Mississippi St.,75.9,mississippi st,SEC,tier1,0.8,76.7,1,0,90
Isaiah Jones,Oakland,75.9,oakland,Horizon,low,-2,73.9,0.7,0,90
Cameron Fens,South Dakota,75.9,south dakota,Summit League,low,-2,73.9,0.7,0,90
Cameron Carr,Tennessee,75.9,tennessee,SEC,tier1,0.8,76.7,1,0,90
Seneca Willoughby,Bethune Cookman,75.9,bethune cookman,SWAC,low,-2,73.9,0.7,0,90
Derrick Butler,Bowling Green,75.9,bowling green,MAC,low,-2,73.9,0.7,0,90
Bernie Blunt,Mercyhurst,75.9,mercyhurst,NEC,low,-2,73.9,0.7,0,90
Jamil Miller,Kennesaw St.,75.9,kennesaw st,CUSA,mid,-0.4,75.5,0.9,0,90
Damoni Harrison,Southern Indiana,75.9,southern indiana,OVC,low,-2,73.9,0.7,0,90
David Punch,TCU,75.9,tcu,B12,tier1,0.8,76.7,1,0,90
Brandon Newman,Oklahoma St.,75.8,oklahoma st,B12,tier1,0.8,76.6,1,0,90
Logan Woods,Wright St.,75.8,wright st,Horizon,low,-2,73.8,0.7,0,90
German Plotnikov,Hofstra,75.8,hofstra,CAA,low,-2,73.8,0.7,0,90
Sam Alexis,Florida,75.8,florida,SEC,tier1,0.8,76.6,1,0,90
Isaiah Coleman,Seton Hall,75.8,seton hall,Big East,tier1,0.8,76.6,1,0,90
Sterling Young,Florida A&M,75.8,florida a m,SWAC,low,-2,73.8,0.7,0,90
Dior Conners,Appalachian St.,75.8,appalachian st,Sun Belt,mid,-0.4,75.39999999999999,0.9,0,90
Cris Carroll,Youngstown St.,75.8,youngstown st,Horizon,low,-2,73.8,0.7,0,90
Tyree Ihenacho,Washington,75.7,washington,Big Ten,tier1,0.8,76.5,1,0,90
Brent Davis,LIU,75.7,liu,NEC,low,-2,73.7,0.7,0,90
Bryce Johnson,Sacred Heart,75.7,sacred heart,MAAC,low,-2,73.7,0.7,0,90
Will Thomas,Morgan St.,75.7,morgan st,MEAC,low,-2,73.7,0.7,0,90
Will Felton,North Carolina A&T,75.7,north carolina a t,CAA,low,-2,73.7,0.7,0,90
Shane Dezonie,Temple,75.7,temple,AAC,mid,-0.4,75.3,0.9,0,90
Randy Brady,South Alabama,75.7,south alabama,Sun Belt,mid,-0.4,75.3,0.9,0,90
Justice Smith,Niagara,75.7,niagara,MAAC,low,-2,73.7,0.7,0,90
Daniel Akitoby,Morgan St.,75.7,morgan st,MEAC,low,-2,73.7,0.7,0,90
Santiago Trouet,San Diego,75.7,san diego,WCC,mid,-0.4,75.3,0.9,0,90
Jonah Hinton,St. Bonaventure,75.7,st bonaventure,A10,mid,-0.4,75.3,0.9,0,90
Trey Thomas,Bowling Green,75.6,bowling green,MAC,low,-2,73.6,0.7,0,90
Trey Townsend,Arizona,75.6,arizona,B12,tier1,0.8,76.39999999999999,1,0,90
Jordan Jefferson,Little Rock,75.6,little rock,OVC,low,-2,73.6,0.7,0,90
Maximus Edwards,Duquesne,75.6,duquesne,A10,mid,-0.4,75.19999999999999,0.9,0,90
Jalen Miller,Oral Roberts,75.6,oral roberts,Summit League,low,-2,73.6,0.7,0,90
RJ Smith,Colorado,75.6,colorado,B12,tier1,0.8,76.39999999999999,1,0,90
AJ Smith,James Madison,75.6,james madison,Sun Belt,mid,-0.4,75.19999999999999,0.9,0,90
DeAndre Williams,Holy Cross,75.6,holy cross,Patriot,low,-2,73.6,0.7,0,90
Sam Walters,Michigan,75.6,michigan,Big Ten,tier1,0.8,76.39999999999999,1,0,90
Vasean Allette,TCU,75.6,tcu,B12,tier1,0.8,76.39999999999999,1,0,90
Tyreese Watson,Louisiana Monroe,75.6,louisiana monroe,Sun Belt,mid,-0.4,75.19999999999999,0.9,0,90
Cameron Faas,UMKC,75.6,umkc,Summit League,low,-2,73.6,0.7,0,90
Zarique Nutter,Georgia St.,75.5,georgia st,Sun Belt,mid,-0.4,75.1,0.9,0,90
Ronnie DeGray III,Wichita St.,75.5,wichita st,AAC,mid,-0.4,75.1,0.9,0,90
Anton Brookshire,Austin Peay,75.5,austin peay,ASUN,low,-2,73.5,0.7,0,90
Ryan Prather Jr.,Robert Morris,75.5,robert morris,Horizon,low,-2,73.5,0.7,0,90
Braxton Bayless,Western Kentucky,75.5,western kentucky,CUSA,mid,-0.4,75.1,0.9,0,90
Anthony Benard,Canisius,75.5,canisius,MAAC,low,-2,73.5,0.7,0,90
Jackson Holcombe,Utah Valley,75.5,utah valley,WAC,mid,-0.4,75.1,0.9,0,90
Ari Fulton,NJIT,75.5,njit,AEC,low,-2,73.5,0.7,0,90
Donte Bacchus,North Alabama,75.5,north alabama,ASUN,low,-2,73.5,0.7,0,90
Miguel Tomley,Weber St.,75.4,weber st,Big Sky,low,-2,73.4,0.7,0,90
Darlinstone Dubar,Tennessee,75.4,tennessee,SEC,tier1,0.8,76.2,1,0,90
Zach Martini,Rutgers,75.4,rutgers,Big Ten,tier1,0.8,76.2,1,0,90
Christopher Mantis,Maine,75.4,maine,AEC,low,-2,73.4,0.7,0,90
Sam Alamutu,Vermont,75.4,vermont,AEC,low,-2,73.4,0.7,0,90
Brandon Huntley-Hatfield,N.C. State,75.4,n c state,ACC,tier1,0.8,76.2,1,0,90
Cobie Montgomery,Southern Miss,75.4,southern miss,Sun Belt,mid,-0.4,75,0.9,0,90
Mohamed Wague,Oklahoma,75.4,oklahoma,SEC,tier1,0.8,76.2,1,0,90
Apostolos Roumoglou,Richmond,75.4,richmond,A10,mid,-0.4,75,0.9,0,90
Chas Stinson,Stonehill,75.4,stonehill,NEC,low,-2,73.4,0.7,0,90
Alonzo Dodd,Appalachian St.,75.4,appalachian st,Sun Belt,mid,-0.4,75,0.9,0,90
Landon Glasper,North Carolina A&T,75.4,north carolina a t,CAA,low,-2,73.4,0.7,0,90
Mayar Wol,Eastern Kentucky,75.4,eastern kentucky,ASUN,low,-2,73.4,0.7,0,90
Noah Amenhauser,Coastal Carolina,75.4,coastal carolina,Sun Belt,mid,-0.4,75,0.9,0,90
CJ Hardy,Cal St. Bakersfield,75.4,cal st bakersfield,Big West,low,-2,73.4,0.7,0,90
Yaphet Moundi,Iona,75.4,iona,MAAC,low,-2,73.4,0.7,0,90
Pharell Boyogueno,Gardner Webb,75.4,gardner webb,Big South,low,-2,73.4,0.7,0,90
Bowen Born,Colorado St.,75.3,colorado st,Mountain West,tier1,0.8,76.1,1,0,90
Clarence Rupert,Iona,75.3,iona,MAAC,low,-2,73.3,0.7,0,90
Elijah Brooks,Houston Christian,75.3,houston christian,Southland,low,-2,73.3,0.7,0,90
Jaeden Marshall,Niagara,75.3,niagara,MAAC,low,-2,73.3,0.7,0,90
Michael Nwoko,Mississippi St.,75.3,mississippi st,SEC,tier1,0.8,76.1,1,0,90
Rashaud Marshall,Arkansas St.,75.3,arkansas st,Sun Belt,mid,-0.4,74.89999999999999,0.9,0,90
Michael McNair,Boston University,75.3,boston university,Patriot,low,-2,73.3,0.7,0,90
Billy Richmond III,Arkansas,75.3,arkansas,SEC,tier1,0.8,76.1,1,0,90
Kamryn Thomas,Nebraska Omaha,75.3,nebraska omaha,Summit League,low,-2,73.3,0.7,0,90
Ryan Mela,Providence,75.3,providence,Big East,tier1,0.8,76.1,1,0,90
Hakim Byrd,Utah Tech,75.3,utah tech,WAC,mid,-0.4,74.89999999999999,0.9,0,90
Kendall Munson,Jacksonville,75.2,jacksonville,ASUN,low,-2,73.2,0.7,0,90
Hayden Hefner,Texas A&M,75.2,texas a m,SEC,tier1,0.8,76,1,0,90
Lyndel Erold,Brown,75.2,brown,Ivy League,low,-2,73.2,0.7,0,90
Abramo Canka,Stetson,75.2,stetson,ASUN,low,-2,73.2,0.7,0,90
Tariq Francis,NJIT,75.2,njit,AEC,low,-2,73.2,0.7,0,90
Robert Davis Jr.,Old Dominion,75.2,old dominion,Sun Belt,mid,-0.4,74.8,0.9,0,90
Corey Stephenson,Cal St. Bakersfield,75.2,cal st bakersfield,Big West,low,-2,73.2,0.7,0,90
Enoch Kalambay,Western Kentucky,75.2,western kentucky,CUSA,mid,-0.4,74.8,0.9,0,90
Brant Byers,Miami OH,75.2,miami oh,MAC,low,-2,73.2,0.7,0,90
Kolten Griffin,West Georgia,75.2,west georgia,ASUN,low,-2,73.2,0.7,0,90
Matthew Robinson,Chicago St.,75.2,chicago st,NEC,low,-2,73.2,0.7,0,90
Mark Drone,Texas St.,75.2,texas st,Sun Belt,mid,-0.4,74.8,0.9,0,90
Ketron Shaw,Maryland Eastern Shore,75.2,maryland eastern shore,MEAC,low,-2,73.2,0.7,0,90
Brandton Chatfield,Iowa St.,75.1,iowa st,B12,tier1,0.8,75.89999999999999,1,0,90
Aidan Carpenter,Sacred Heart,75.1,sacred heart,MAAC,low,-2,73.1,0.7,0,90
Colin Smalls,American,75.1,american,Patriot,low,-2,73.1,0.7,0,90
Alexis Reyes,Quinnipiac,75.1,quinnipiac,MAAC,low,-2,73.1,0.7,0,90
Wes Peterson,Binghamton,75.1,binghamton,AEC,low,-2,73.1,0.7,0,90
Ethan Butler,Northern Illinois,75.1,northern illinois,MAC,low,-2,73.1,0.7,0,90
Justin Rochelin,UC San Diego,75.1,uc san diego,Big West,low,-2,73.1,0.7,0,90
Zach Bloch,Northern Colorado,75.1,northern colorado,Big Sky,low,-2,73.1,0.7,0,90
Makai Willis,Louisiana Monroe,75.1,louisiana monroe,Sun Belt,mid,-0.4,74.69999999999999,0.9,0,90
Emil Skytta,Sacramento St.,75.1,sacramento st,Big Sky,low,-2,73.1,0.7,0,90
Josh Rivera,Fordham,75.1,fordham,A10,mid,-0.4,74.69999999999999,0.9,0,90
Marcus Kell,Western Carolina,75.1,western carolina,SoCon,low,-2,73.1,0.7,0,90
Masai Troutman,Northeastern,75.1,northeastern,CAA,low,-2,73.1,0.7,0,90
Aidan Mahaney,Connecticut,75.1,connecticut,Big East,tier1,0.8,75.89999999999999,1,0,90
Cian Medley,Kent St.,75.1,kent st,MAC,low,-2,73.1,0.7,0,90
Daemar Kelly,Saint Francis,75.1,saint francis,NEC,low,-2,73.1,0.7,0,90
Braeden Speed,Loyola MD,75.1,loyola md,Patriot,low,-2,73.1,0.7,0,90
Damarion Dennis,Texas A&M Corpus Chris,75.1,texas a m corpus chris,Southland,low,-2,73.1,0.7,0,90
Micah Thomas,Northwestern St.,75,northwestern st,Southland,low,-2,73,0.7,0,90
Darius Burford,UT Arlington,75,ut arlington,WAC,mid,-0.4,74.6,0.9,0,90
JJ Traynor,DePaul,75,depaul,Big East,tier1,0.8,75.8,1,0,90
Camaron Tongue,Santa Clara,75,santa clara,WCC,mid,-0.4,74.6,0.9,0,90
DJ Campbell,California,75,california,ACC,tier1,0.8,75.8,1,0,90
George Beale Jr.,Hampton,75,hampton,CAA,low,-2,73,0.7,0,90
